event_minute,mean,median,std
-120,0.42206864028682245,0.10838135568568141,0.7133623992718342
-119,0.3391883310817524,0.25438589024536806,0.42958825468672346
-118,0.4500817021245903,0.0019704303646595795,0.7827898583629099
-117,0.35669120480358585,0.05546030465868343,0.492400950740025
-116,0.7894240615349929,0.3363080251207342,1.5383464597288716
-115,0.5078688749679956,0.37970471038315134,0.5881876101218328
-114,0.3517407618391693,0.02969008406817295,0.5228954719917427
-113,0.5386326956155324,0.3455719778110623,0.7679953859379396
-112,0.42766584074759506,0.2078706392421897,0.5293692981233077
-111,0.4150022928735117,0.18717805055050604,0.522447309039321
-110,0.46124859271322644,0.3813286619614314,0.4946595576945868
-109,0.41134961967988576,0.27153229419806635,0.596588025420462
-108,0.6415232027228177,0.19206205281461985,1.5039436444479826
-107,0.4977430066050213,0.41090393832902233,0.5391178336950793
-106,0.5720380840379066,0.10766492701632271,0.870362047124728
-105,0.3526421623401511,0.0900120118408926,0.5005686314858265
-104,0.4403660796824963,0.3567502194871094,0.48785658939425747
-103,0.46103767831763864,0.3215784162641995,0.5290483956817152
-102,0.43596372238377556,0.2202539956085714,0.6098521294411002
-101,0.5780705677932524,0.20196296614191356,0.8180375251123271
-100,0.5346940539964323,0.20470095464208166,0.8519006477894636
-99,0.6375897657278428,0.573435610615917,0.7196349901794723
-98,0.6471601033170682,0.3720450143754925,0.8568603031249252
-97,0.16657866457312331,0.0,0.3382529948189688
-96,0.508356525214478,0.3810284035433652,0.6473500080977417
-95,0.43956722158233064,0.2621250484669253,0.5368360838648507
-94,0.5040980067082536,0.3850610500273523,0.5406918539268071
-93,0.430885910732836,0.16651767608050838,0.5835303532224853
-92,0.4990911216259897,0.34716632451560975,0.6016445096594708
-91,0.49496076234419434,0.08418473764521063,0.7417452366801005
-90,0.5636071103868883,0.15767417486234284,1.1553095074201944
-89,0.46357730851520257,0.0,0.9054157221267091
-88,0.43044552931463914,0.2439530106323473,0.5604285030642013
-87,0.514256232065444,0.27911068733349587,0.6041093535037825
-86,0.4506988111610162,0.05744066579188317,0.6176917148278988
-85,0.6826947532861833,0.42165864136967157,0.8740234939939028
-84,0.6186142461307115,0.4513887178362671,0.893745705854979
-83,0.35673700222331894,0.0,0.49677307002816445
-82,0.5395227217769799,0.45848864854196647,0.6790576868129692
-81,0.3084391150782008,0.0,0.4613079931370719
-80,0.5753052692611016,0.31343805782798784,0.7907513814378466
-79,0.5156866949138549,0.3760672952191496,0.6281172414245635
-78,0.8201120429407595,0.6142929617726623,0.9385343534069581
-77,0.4053542539157272,0.2744530410356737,0.45099650898353544
-76,0.4045138420222112,0.34284643577075113,0.49150985227891403
-75,0.41900138511928886,0.12111249927456853,0.6747583009986958
-74,0.415112837155439,0.17136730140765266,0.6481685674602673
-73,0.517826225244014,0.3407165024451307,0.6747941266447934
-72,0.6369501733410106,0.5717006124581747,0.683822017970627
-71,0.6585397851561272,0.16105933417063084,1.3108891069351902
-70,0.6153028910235846,0.3344925393253737,0.8757644283430105
-69,0.6403056534784449,0.35565438498171387,0.8727463130951244
-68,0.41259866140338713,0.005137477740632838,0.6614996014874194
-67,0.8493339984942141,0.6855114142391721,0.8453854595845899
-66,0.47974054578559244,0.0,0.8769839198632138
-65,0.7336721624781378,0.19412573334098138,1.3511235996530633
-64,0.6699443186920608,0.4814301382665653,1.2749839994906818
-63,0.5014429674502304,0.0814640799348016,0.7971247424200865
-62,0.5201986415890749,0.4828818572588666,0.5766307136252503
-61,0.49992375538554856,0.39816012151540425,0.4812508294584413
-60,0.3660818937748486,0.0,0.5404236683802561
-59,0.8270291227769305,0.5810864142497714,0.8921316796175588
-58,0.6315650653566556,0.6118189501960948,0.635680454735627
-57,0.37144383313341495,0.0,0.5016443180780428
-56,0.5693273249458801,0.43587728418510113,0.5725654192787096
-55,0.6360345010921575,0.3815487535125359,0.7942075200961822
-54,0.6540810881502517,0.4114779766773287,0.9670418460580601
-53,0.49309991564360195,0.3504149145081751,0.6447290360561528
-52,0.5776865783476477,0.4640935022985524,0.6314257266317542
-51,0.6793810183994727,0.28887341272463557,1.2287846877939563
-50,0.3035481068151067,0.0,0.5844712845491525
-49,0.3783069061212445,0.2206391146456223,0.5257691133848922
-48,0.36343366914348585,0.04127077259213974,0.7559786314618424
-47,0.5217786702634172,0.5080362818354766,0.5067386658516148
-46,0.5563834397914218,0.43383841098511444,0.60348671436269
-45,0.5117303373170651,0.07357166505494586,1.0440224965132825
-44,0.6713605537033028,0.5054764383844383,0.7640091874154911
-43,0.5373148865030234,0.13968848730356642,0.8144239715918915
-42,0.5180201152753423,0.22114132936558845,0.8423791065851874
-41,0.5962656750838061,0.30179846853211284,0.7817779646303645
-40,0.7525718587214917,0.5833742125168132,1.1058521189234558
-39,0.6371859983334124,0.22396008879383753,1.0574526538651454
-38,0.7132532725636592,0.6500479491468933,0.6865540835316463
-37,0.7894842532599259,0.4547060167733978,1.042213366034122
-36,0.6835528184317996,0.5368194210520293,0.741017534257896
-35,0.4973222814481994,0.04716456639069462,0.8734129221840062
-34,0.4748021399233724,0.2197207389293234,0.5684232563348438
-33,0.5595979965574358,0.0,0.9135758468342925
-32,0.6277482408078131,0.5718400878029128,0.6430164041514655
-31,0.4459512629076628,0.11313541829862718,0.589704767040613
-30,0.6969640412047883,0.35160906857657737,1.0626822171895223
-29,0.41065184794599674,0.18657479619785844,0.4827482491264001
-28,0.68460999202151,0.5877749160399592,0.6147475208144391
-27,0.7826711640166427,0.37063125675557496,1.1797265942467883
-26,0.7470367645874978,0.6588518990179473,0.6937823925910326
-25,0.5774065180673753,0.28991627098205885,0.7963193752725186
-24,0.6134987764666033,0.4416857856365821,0.7695864520116263
-23,1.2099941879981972,0.19795279755945094,2.4734281066928627
-22,0.727261589250872,0.6109637421426375,0.8922442676178093
-21,0.7982247357610971,0.5160863499737502,0.8623916542145322
-20,0.8468552151950481,0.2209268579193489,1.600919951514294
-19,0.9807451833604224,0.42463668383035913,1.6699740099817963
-18,0.7173538154529359,0.36722828902813764,1.0632556383721916
-17,0.8881086085345918,0.5740781746390683,0.9550465518196758
-16,0.7162294006994875,0.006539839015511255,1.0688569984964018
-15,0.6525351664202502,0.1748992952597795,0.9405522543011805
-14,0.9035057387805328,0.8123413601953029,1.2058004794100354
-13,0.5964157675775286,0.0,1.4040560048346558
-12,0.7592655796872938,0.3062631228576549,1.3589965387370528
-11,0.7740205769535249,0.5116275568663164,0.8115112536926891
-10,0.7023688985710429,0.4952693965384548,0.7299309951788618
-9,0.7018024486133071,0.48247344339269294,0.8700764364779134
-8,0.9855209815230787,0.5372876980331832,1.2445188430724876
-7,0.406970048068746,0.0,0.7000287229926475
-6,1.060259691835248,1.01618258146986,1.2229740132863238
-5,0.8669950733741315,0.32552014628174253,1.355552627098731
-4,0.8535057036841064,0.2431252308462948,1.3452651321893536
-3,0.9057698610469648,0.7480994205558249,0.9190790536251451
-2,0.5272446928719919,0.0,0.8084370688335368
-1,1.1974617558117195,1.0122932583805029,1.5485850438255413
0,1.310612267731337,0.8770872217367178,1.4111533838948878
1,0.952638755814276,0.675045939589295,1.228046629755996
2,0.9222794961107242,0.2677810707300221,1.6229912977051995
3,4.138219095281988,1.94097378708171,6.609637983906032
4,3.864500831930993,2.247390964110399,4.501925666886429
5,3.115895977740907,1.0628600496390892,4.258351808155226
6,3.3094186235530465,1.0497372393791515,3.889371284588318
7,2.881995027358115,0.0,3.6793492074662923
